JARVIS-ID,Formula,Spacegroup,Atom,Wycoff,Diag_Vxx,Diag_Vyy,Diag_Vzz,Eta,VASP_Vxx,VASP_Vxy,VASP_Vxz,VASP_Vyy,VASP_Vyz,VASP_Vzz
JVASP-57458,KIO3,221,O,c,-8.3063,-8.3063,16.6125,0,16.6125,0,0,-8.3063,0,-8.3063
JVASP-57476,CuCSN,186,Cu,b,1.4733,1.4744,-2.9477,0.000373172,1.4733,0,0,1.4744,0,-2.9477
JVASP-57476,CuCSN,186,C,b,2.0073,2.0073,-4.0146,0,2.0073,0,0,2.0073,0,-4.0146
JVASP-57476,CuCSN,186,S,b,-10.3831,-10.3831,20.7662,0,-10.3831,0,0,-10.3831,0,20.7662
JVASP-57476,CuCSN,186,N,b,2.4267,2.4267,-4.8535,0,2.4267,0,0,2.4267,0,-4.8535
JVASP-57479,ScF3,221,Sc,a,-0.0007,-0.0009,0.0016,0.125,-0.0007,0,0,-0.0009,0,0.0016
JVASP-57479,ScF3,221,F,d,-2.8359,-2.8367,5.6726,0.000141029,1.4187,-2.4567,3.4734,-1.4184,-2.0054,-0.0003
JVASP-57480,KLiMnO2,12,K,i,0.2765,0.7761,-1.0527,0.474589152,0.2765,-0.003,-0.0074,0.7669,-0.1293,-1.0434
JVASP-57480,KLiMnO2,12,Li,i,-0.0062,-0.0427,0.0489,0.746421268,-0.0427,0,0,-0.001,0.0161,0.0437
JVASP-57480,KLiMnO2,12,Mn,i,-3.4375,-3.5291,6.9666,0.013148451,-3.5285,0.0055,-0.0054,0.5574,5.0605,2.9711
JVASP-57480,KLiMnO2,12,O,i,-0.5264,-1.4892,2.0156,0.477674142,2.0156,-0.0016,-0.0035,-0.5373,-0.1018,-1.4783
JVASP-57482,La2MoO6,121,La,e,2.5716,14.4195,-16.9911,0.697300351,-3.0168,14.9309,-2.68,-1.0382,-2.8622,4.055
JVASP-57482,La2MoO6,121,Mo,a,2.5789,2.5931,-5.172,0.002745553,2.132,-0.4784,-1.7426,2.0842,-1.861,-4.2162
JVASP-57482,La2MoO6,121,O,i,-0.4747,-1.2242,1.6989,0.441167814,-0.5347,-0.3872,-0.8544,0.4479,1.0854,0.0869
JVASP-57482,La2MoO6,121,O,d,-0.1332,-0.1345,0.2677,0.004856182,-0.1123,0.0238,0.0886,-0.1073,0.0957,0.2196
JVASP-5749,DyBr2,61,Dy,c,-3.615,-4.7716,8.3866,0.137910476,3.1901,-1.3915,6.0405,-3.5519,-1.789,0.3619
JVASP-5749,DyBr2,61,Br,c,-0.029,-4.6814,4.7104,0.987686821,-1.5385,-1.9304,2.6938,3.758,-0.601,-2.2195
JVASP-57491,K2S,194,K,c,-0.6196,-0.6197,1.2394,8.07E-05,-0.6197,0,0,-0.6196,0,1.2394
JVASP-57491,K2S,194,K,a,-1.0206,-1.0207,2.0414,4.90E-05,-1.0207,0,0,-1.0206,0,2.0414
JVASP-57491,K2S,194,S,d,-0.1219,-0.1219,0.2438,0,-0.1219,0,0,-0.1219,0,0.2438
JVASP-57501,CoF3,221,Co,a,0,0,0,0,0,0,0,0,0,0
JVASP-57501,CoF3,221,F,d,-8.3779,-8.3779,16.7559,0,16.7559,0,0,-8.3779,0,-8.3779
JVASP-57505,TlNi2S2,139,Tl,a,-2.9439,-2.9443,5.8882,6.79E-05,-2.3356,0.6597,2.1373,-2.2285,2.3182,4.5642
JVASP-57505,TlNi2S2,139,Ni,d,-1.1597,-1.161,2.3207,0.000560176,-0.9203,0.2594,0.8422,-0.8787,0.9136,1.7991
JVASP-57505,TlNi2S2,139,S,e,0.9542,0.9542,-1.9084,0,0.757,-0.2139,-0.6927,0.7222,-0.7513,-1.4793
JVASP-57507,InBi2S4Cl,12,In,a,0.7767,3.6246,-4.4013,0.647058824,0.5145,0.398,1.0905,3.2452,-1.6561,-3.7597
JVASP-57507,InBi2S4Cl,12,Bi,i,-0.1074,-14.2224,14.3298,0.985010258,0.0846,3.2435,-0.7985,-3.2989,-13.4925,3.2143
JVASP-57507,InBi2S4Cl,12,S,i,1.6917,2.2151,-3.9069,0.133968108,1.4984,-0.676,0.8044,0.1561,2.8122,-1.6544
JVASP-57507,InBi2S4Cl,12,Cl,d,2.0436,6.1995,-8.2431,0.504167122,2.0866,-1.4277,-0.1787,-4.8735,5.9391,2.7869
JVASP-57517,Ni3Bi2S2,166,Ni,d,0.1702,1.2271,-1.3973,0.756387318,-0.8604,-0.7436,0.028,-0.3663,0.0201,1.2267
JVASP-57517,Ni3Bi2S2,166,Bi,b,-36.746,-36.746,73.492,0,-10.6773,18.807,42.9008,-23.1779,30.9503,33.8552
JVASP-57517,Ni3Bi2S2,166,Bi,a,15.8871,15.8871,-31.7742,0,4.6163,-8.1312,-18.5482,10.0209,-13.3814,-14.6372
JVASP-57517,Ni3Bi2S2,166,S,c,-0.1559,-0.1559,0.3118,0,-0.0453,0.0798,0.182,-0.0983,0.1313,0.1436
JVASP-5752,O3SbTl,148,O,f,1.1219,8.5004,-9.6223,0.766812508,-2.7771,0.2084,5.2291,8.0469,-2.3552,-5.2698
JVASP-5752,O3SbTl,148,Sb,c,-2.2607,-2.2607,4.5214,0,-1.5106,0.4709,2.0743,-1.9651,1.3022,3.4757
JVASP-5752,O3SbTl,148,Tl,c,4.1487,4.1489,-8.2976,2.41E-05,2.7723,-0.8641,-3.8067,3.6063,-2.3898,-6.3786
JVASP-57545,VF3,167,V,b,-0.873,-0.8736,1.7466,0.000343525,-0.3283,0.3782,0.9936,-0.6111,0.6898,0.9394
JVASP-57545,VF3,167,F,e,-4.2247,-5.027,9.2517,0.086719198,-2.1226,-3.1647,3.8349,-0.6486,-5.7734,2.7712
JVASP-57551,F4CoRb2,139,F,c,-4.2832,-4.9626,9.2458,0.073482013,8.1924,0.0525,-3.6334,-4.9054,0.1811,-3.2869
JVASP-57551,F4CoRb2,139,F,e,-2.8758,-2.8759,5.7516,1.74E-05,-2.263,0.6666,2.1134,-2.1506,2.2992,4.4137
JVASP-57551,F4CoRb2,139,Co,a,-0.7089,-0.7089,1.4178,0,-0.5579,0.1642,0.5209,-0.5303,0.5667,1.0882
JVASP-57551,F4CoRb2,139,Rb,e,0.2432,0.2434,-0.4866,0.000411015,0.1916,-0.0564,-0.1788,0.1818,-0.1945,-0.3734
JVASP-57560,Ag2S,63,Ag,b,8.8845,9.3456,-18.2301,0.025293334,-6.6574,-10.8021,-8.2771,1.8723,-5.3617,4.7851
JVASP-57560,Ag2S,63,Ag,c,0.423,11.4354,-11.8584,0.928658166,11.4354,0.0008,0.0006,-4.108,5.926,-7.3273
JVASP-57560,Ag2S,63,S,c,0.6292,1.1405,-1.7698,0.288902701,-1.7698,0.0008,0.0007,0.8109,-0.2447,0.9588
JVASP-57562,CaF2,26,Ca,a,-0.689,-2.4672,3.1562,0.563399024,3.1562,0,0,-2.4182,0.2912,-0.738
JVASP-57562,CaF2,26,F,b,2.4007,2.638,-5.0386,0.047096416,2.4007,0,0,-3.6255,-2.9751,1.2249
JVASP-57562,CaF2,26,F,a,0.6386,2.2557,-2.8943,0.558718861,-2.8943,0,0,1.7924,0.7311,1.1019
JVASP-57570,TbCl2F,15,Tb,e,1.5444,11.1513,-12.6957,0.756705026,7.9912,4.4709,0.9777,4.6451,0.6778,-12.6362
JVASP-57570,TbCl2F,15,Cl,f,1.7703,5.3094,-7.0797,0.499894063,-1.6071,3.0739,-3.3517,3.0934,3.586,-1.4863
JVASP-57570,TbCl2F,15,F,a,-1.697,-3.9588,5.6559,0.399900988,-2.0437,-2.3876,-2.0078,-0.9462,2.9211,2.9899
JVASP-57577,TiFeBi2O6,146,Ti,a,-1.0541,-1.0659,2.12,0.005566038,-1.0635,0.0048,0.0046,-1.0566,-0.0064,2.12
JVASP-57577,TiFeBi2O6,146,Fe,a,3.8768,3.9806,-7.8574,0.013210477,3.9794,-0.0102,-0.0561,3.8777,-0.016,-7.8571
JVASP-57577,TiFeBi2O6,146,Bi,a,12.4203,12.4782,-24.8984,0.002325451,12.4659,-0.0236,-0.0451,12.4325,-0.0075,-24.8984
JVASP-57577,TiFeBi2O6,146,O,b,-0.2015,-2.3826,2.5841,0.844046283,-0.9358,0.725,1.7796,1.098,1.2046,-0.1622
JVASP-57579,MgF2,12,Mg,i,0.2894,0.6465,-0.9359,0.381557859,0.2894,-0.0011,0.0001,0.0642,0.7631,-0.3536
JVASP-57579,MgF2,12,F,i,0.496,2.7408,-3.2368,0.693524469,2.7407,0.011,0.0085,-1.0474,1.8383,-1.6933
JVASP-57579,MgF2,12,F,c,-1.2634,-3.8675,5.1309,0.507532792,-3.8672,-0.0098,-0.0399,-1.0909,-1.0363,4.9581
JVASP-57579,MgF2,12,F,a,-1.3006,-3.8148,5.1154,0.491496266,-3.8146,-0.0393,-0.0015,4.2816,-2.1573,-0.467
JVASP-5758,CNI,160,C,a,2.112,2.112,-4.224,0,0.2092,-2.4531,-1.555,-1.0505,-2.0047,0.8412
JVASP-5758,CNI,160,N,a,3.8718,3.8719,-7.7437,1.29E-05,0.3835,-4.4971,-2.8507,-1.9258,-3.6751,1.5422
JVASP-5758,CNI,160,I,a,-75.4817,-75.4819,150.9636,1.32E-06,-7.4771,87.6711,55.5742,37.5431,71.6458,-30.066
JVASP-57591,CrF3,167,Cr,b,0.1919,0.1921,-0.384,0.000520833,0.0749,-0.0811,-0.2173,0.136,-0.1501,-0.2109
JVASP-57591,CrF3,167,F,e,-3.6079,-8.8321,12.4401,0.419948393,7.1444,7.4236,1.5603,1.5174,1.0772,-8.6618
JVASP-57604,NaMgF3,221,Na,a,0,0,0,0,0,0,0,0,0,0
JVASP-57604,NaMgF3,221,Mg,b,0,0,0,0,0,0,0,0,0,0
JVASP-57604,NaMgF3,221,F,c,-1.4231,-1.4231,2.8463,0,-1.4231,0,0,-1.4231,0,2.8463
JVASP-57626,KCrF3,140,K,b,0.0286,0.034,-0.0626,0.086261981,0.0143,-0.0202,0.0279,0,0.0394,-0.0144
JVASP-57626,KCrF3,140,Cr,c,0.0014,0.1622,-0.1636,0.982885086,-0.084,0.1174,-0.0491,0.01,-0.0634,0.074
JVASP-57626,KCrF3,140,F,a,-4.1207,-4.1208,8.2416,1.21E-05,-2.0604,2.9105,-3.5715,-0.0096,-5.0449,2.07
JVASP-57626,KCrF3,140,F,h,-4.0873,-4.1071,8.1945,0.002416255,4.0909,-5.7962,-0.006,0.0074,-0.0078,-4.0983
JVASP-5764,TiCl4,14,Ti,e,-0.0655,-0.2262,0.2917,0.550908468,-0.1512,0.1409,-0.0396,0.0771,-0.178,0.0741
JVASP-5764,TiCl4,14,Cl,e,-2.7238,-2.922,5.6458,0.035105742,-2.8664,-0.0075,0.1477,0.6352,-4.1346,2.2312
JVASP-57642,S3Yb2,167,S,e,1.8403,6.1395,-7.9798,0.53876037,4.5872,1.8857,-1.5586,3.1348,-1.07,-7.722
JVASP-57642,S3Yb2,167,Yb,c,2.3094,2.3108,-4.6202,0.000303017,0.9321,-0.9461,-2.5998,1.6598,-1.7844,-2.5919
JVASP-57658,Mo2S3,11,Mo,e,3.227,3.64,-6.867,0.060142712,3.227,0,0,-6.8218,-0.6876,3.5948
JVASP-57658,Mo2S3,11,S,e,2.2004,2.2618,-4.4622,0.013760029,2.2004,0,0,-3.9843,-1.7277,1.7839
JVASP-57665,BeO,225,Be,a,0,0,0,0,0,0,0,0,0,0
JVASP-57665,BeO,225,O,b,0,0,0,0,0,0,0,0,0,0
JVASP-5767,PdSCl,11,Pd,f,1.7447,3.4528,-5.1974,0.328645092,-2.1873,-1.9836,-3.0661,2.7532,-1.1451,-0.5659
JVASP-5767,PdSCl,11,Pd,e,1.0067,2.6636,-3.6702,0.451446788,2.6636,0,0,-3.6247,0.4593,0.9612
JVASP-5767,PdSCl,11,S,f,-6.4492,-9.7117,16.161,0.201874884,0.6015,-11.6796,-4.8791,4.2688,4.1439,-4.8703
JVASP-5767,PdSCl,11,Cl,f,5.1865,12.475,-17.6615,0.412677292,-3.3798,8.9924,-9.9336,-2.8385,6.214,6.2183
JVASP-5767,PdSCl,11,Cl,e,5.3761,11.3454,-16.7215,0.356983524,5.3761,0,0,4.4044,-12.1093,-9.7806
JVASP-57679,RbF,221,Rb,a,0,0,0,0,0,0,0,0,0,0
JVASP-57679,RbF,221,F,b,0,0,0,0,0,0,0,0,0,0
JVASP-57686,Nb2Se3,11,Nb,e,0.7104,4.1627,-4.8731,0.708440213,4.1627,0,0,-4.8635,0.2314,0.7008
JVASP-57686,Nb2Se3,11,Se,e,2.8924,2.9776,-5.8701,0.014514233,2.8924,0,0,-5.3649,2.053,2.4724
JVASP-57690,Th3Al2,127,Th,a,-14.0872,-14.0872,28.1744,0,-14.0872,0,0,-14.0872,0,28.1744
JVASP-57690,Th3Al2,127,Th,h,-16.2885,-17.0331,33.3216,0.022345866,8.1442,-25.1774,0,8.1442,0,-16.2885
JVASP-57690,Th3Al2,127,Al,g,-0.2218,-0.2456,0.4674,0.050919983,-0.2337,0.0119,0,-0.2337,0,0.4674
JVASP-57695,BN,186,B,b,-0.0489,-0.0489,0.0979,0,-0.0489,0,0,-0.0489,0,0.0979
JVASP-57695,BN,186,N,b,-0.2338,-0.2338,0.4676,0,-0.2338,0,0,-0.2338,0,0.4676
JVASP-577,S2Nb,166,S,c,0.8068,0.8068,-1.6136,0,0.6387,-0.102,-0.6068,0.7449,-0.3683,-1.3836
JVASP-577,S2Nb,166,Nb,a,3.4247,3.425,-6.8497,4.38E-05,2.7111,-0.4331,-2.5758,3.1621,-1.5633,-5.8733
JVASP-5770,AsCl5,59,As,b,0.3253,1.6447,-1.97,0.669746193,0.3253,0,0,1.6447,0,-1.97
JVASP-5770,AsCl5,59,Cl,e,-15.6457,-15.9241,31.5698,0.008818554,-15.6456,0,-0.0622,-15.9241,0,31.5697
JVASP-5770,AsCl5,59,Cl,f,-13.0404,-21.6558,34.6962,0.248309613,0.4248,-21.4819,0,21.231,0,-21.6558
JVASP-5770,AsCl5,59,Cl,b,-13.6424,-21.6033,35.2457,0.225868688,35.2457,0,0,-13.6424,0,-21.6033
JVASP-57704,O3BaTb,140,O,h,-0.2065,-0.6217,0.8283,0.501267657,0.4134,-0.5856,-0.12,0.0016,-0.1694,-0.415
JVASP-57704,O3BaTb,140,O,a,-0.5516,-0.5517,1.1033,9.06E-05,-0.2762,0.3888,0.4783,-0.0028,0.6752,0.2789
JVASP-57704,O3BaTb,140,Ba,b,4.9843,4.9846,-9.9688,3.01E-05,2.4955,-3.5135,-4.3219,0.0248,-6.1007,-2.5203
JVASP-57704,O3BaTb,140,Tb,c,-0.1248,-0.1254,0.2502,0.002398082,-0.0623,0.0881,0.1086,-0.0007,0.1532,0.063
JVASP-57720,O3AlCe,167,O,e,-0.4186,-1.2631,1.6817,0.502170423,-0.7812,-0.525,0.8342,0.6001,-0.9089,0.1811
JVASP-57720,O3AlCe,167,Al,b,-0.0382,-0.0382,0.0763,0,-0.0127,0.018,0.0441,-0.0254,0.0312,0.0381
JVASP-57720,O3AlCe,167,Ce,a,-2.3108,-2.3113,4.622,0.000108178,-0.7694,1.09,2.6689,-1.54,1.8875,2.3093
JVASP-57745,YSi2Ir2,129,Y,c,-1.5959,-1.5959,3.1918,0,-1.5959,0,0,-1.5959,0,3.1918
JVASP-57745,YSi2Ir2,129,Si,b,0.6882,0.6882,-1.3764,0,0.6882,0,0,0.6882,0,-1.3764
JVASP-57745,YSi2Ir2,129,Si,c,1.1032,1.1032,-2.2063,0,1.1032,0,0,1.1032,0,-2.2063
JVASP-57745,YSi2Ir2,129,Ir,c,3.2297,3.2297,-6.4594,0,3.2297,0,0,3.2297,0,-6.4594
JVASP-57745,YSi2Ir2,129,Ir,a,-7.5133,-7.5133,15.0266,0,-7.5133,0,0,-7.5133,0,15.0266
JVASP-57754,BaVS3,194,Ba,c,-2.2442,-2.2444,4.4887,4.46E-05,-2.2444,0,0,-2.2442,0,4.4887
JVASP-57754,BaVS3,194,V,a,1.6476,1.6478,-3.2954,6.07E-05,1.6478,0,0,1.6476,0,-3.2954
JVASP-57754,BaVS3,194,S,h,1.018,1.4502,-2.4681,0.175114461,0.1465,-1.5095,0,-1.5966,0,1.4502
JVASP-57777,KCaF3,221,K,b,0,0,0,0,0,0,0,0,0,0
JVASP-57777,KCaF3,221,Ca,a,0,0,0,0,0,0,0,0,0,0
JVASP-57777,KCaF3,221,F,d,0.1602,0.1602,-0.3204,0,0.1602,0,0,-0.3204,0,0.1602
JVASP-57783,K2CoS2,72,K,j,0.5062,0.6623,-1.1685,0.133590073,0.5062,0.0002,-0.0006,0.4099,-0.6312,-0.9161
JVASP-57783,K2CoS2,72,Co,a,-0.5575,-0.8786,1.4362,0.223576104,1.4358,0.0001,0.0257,-0.8782,-0.0115,-0.5576
JVASP-57783,K2CoS2,72,S,j,0.7769,1.6806,-2.4575,0.367731434,0.7769,0.0032,-0.0018,-0.1555,2.0559,-0.6214
JVASP-5779,NBrHf,166,N,c,0.4037,0.4037,-0.8074,0,0.3645,-0.0231,-0.2129,0.3901,-0.1257,-0.7546
JVASP-5779,NBrHf,166,Br,c,-3.6086,-3.6088,7.2174,2.77E-05,-3.259,0.2065,1.9032,-3.4867,1.1236,6.7457
JVASP-5779,NBrHf,166,Hf,c,-4.7391,-4.7406,9.4797,0.000158233,-4.2812,0.2712,2.4997,-4.5789,1.4757,8.8601
JVASP-57791,BO3Yb,167,B,a,-1.675,-1.675,3.35,0,-0.9196,0.4919,1.7272,-1.3546,1.1248,2.2742
JVASP-57791,BO3Yb,167,O,e,0.0042,4.8116,-4.8158,0.998255742,-0.7369,-0.5558,-1.6946,4.6074,-1.2707,-3.8705
JVASP-57791,BO3Yb,167,Yb,b,1.6354,1.6358,-3.2711,0.000122283,0.898,-0.4806,-1.6865,1.3227,-1.0983,-2.2207
JVASP-57796,F6Na3Al,71,F,n,-2.2823,-2.2904,4.5727,0.001771382,2.203,3.2608,-0.0711,0.0822,-0.0566,-2.2851
JVASP-57796,F6Na3Al,71,F,i,-2.14,-2.4447,4.5846,0.066461632,-1.2494,-1.5845,-2.0717,0.1034,2.7463,1.146
JVASP-57796,F6Na3Al,71,Na,j,0.0167,0.0818,-0.0985,0.660913706,0.0559,-0.0272,0.0448,-0.06,0.047,0.0041
JVASP-57796,F6Na3Al,71,Na,c,0.0026,0.1902,-0.1928,0.973029046,-0.1284,0.0441,-0.1117,0.1277,-0.0766,0.0008
JVASP-57796,F6Na3Al,71,Al,a,0.0036,0.108,-0.1115,0.93632287,0.0723,-0.0271,0.0618,-0.0731,0.047,0.0008
JVASP-578,NbS2,164,Nb,a,3.5158,3.5164,-7.0323,8.53E-05,3.5158,0,0,3.5164,0,-7.0323
JVASP-578,NbS2,164,S,d,0.6939,0.694,-1.3879,7.21E-05,0.6939,0,0,0.694,0,-1.3879
JVASP-57800,KCuF3,221,K,a,0,0,0,0,0,0,0,0,0,0
JVASP-57800,KCuF3,221,Cu,b,0,0,0,0,0,0,0,0,0,0
JVASP-57800,KCuF3,221,F,c,-7.0221,-7.0221,14.0441,0,14.0441,0,0,-7.0221,0,-7.0221
JVASP-57806,Ag3SI,221,Ag,c,7.0273,7.0273,-14.0547,0,7.0273,0,0,7.0273,0,-14.0547
JVASP-57806,Ag3SI,221,S,b,0,0,0,0,0,0,0,0,0,0
JVASP-57806,Ag3SI,221,I,a,0,0,0,0,0,0,0,0,0,0
JVASP-5782,TiAgHg2,123,Ti,a,0.2594,0.2594,-0.5188,0,0.2594,0,0,0.2594,0,-0.5188
JVASP-5782,TiAgHg2,123,Ag,c,-0.9681,-0.9681,1.9362,0,-0.9681,0,0,-0.9681,0,1.9362
JVASP-5782,TiAgHg2,123,Hg,e,-8.4489,-4.9693,13.4182,0.259,-4.9693,0,0,13.4182,0,-8.4489
JVASP-57824,F6NaCr,148,F,f,-4.0696,-4.9814,9.051,0.10074025,-1.3422,-1.0494,-5.2368,-4.4162,2.4274,5.7583
JVASP-57824,F6NaCr,148,Na,b,0.0872,0.0872,-0.1744,0,0.0349,-0.036,-0.0983,0.0625,-0.0675,-0.0974
JVASP-57824,F6NaCr,148,Cr,a,-0.9747,-0.9749,1.9496,0.000102585,-0.3905,0.4016,1.0983,-0.6987,0.7548,1.0892
JVASP-57827,Yb2KF7,10,Yb,m,-3.8556,-11.3102,15.1659,0.491536935,-11.3102,-0.0031,0.0112,15.1415,0.68,-3.8313
JVASP-57827,Yb2KF7,10,K,h,-0.8195,-2.9026,3.7221,0.559657183,-2.9026,0,0,-0.5861,-1.0027,3.4887
JVASP-57827,Yb2KF7,10,F,m,-13.525,-15.0108,28.5358,0.052067929,-15.0108,-0.0121,0.0071,23.5083,-13.645,-8.4976
JVASP-57827,Yb2KF7,10,F,n,0.5538,1.1557,-1.7096,0.35207066,1.1557,0.0034,-0.001,0.5536,-0.0253,-1.7093
JVASP-57827,Yb2KF7,10,F,d,-20.5643,-24.2163,44.7806,0.081553173,-24.2163,0,0,33.8127,-24.4214,-9.5964
JVASP-57831,NdCrS2O,12,Nd,i,-3.8412,-12.1315,15.9727,0.519029344,-3.8412,0.001,-0.0014,15.8971,1.4557,-12.0559
JVASP-57831,NdCrS2O,12,Cr,a,3.5834,4.4819,-8.0653,0.111403172,3.5834,-0.0006,-0.0016,-7.6075,2.3524,4.0241
JVASP-57831,NdCrS2O,12,Cr,d,-0.1397,-1.2753,1.415,0.80254417,-1.2753,0,0,-0.1395,0.015,1.4148
JVASP-57831,NdCrS2O,12,S,i,1.0192,4.1878,-5.207,0.608526983,4.1878,-0.0003,-0.0006,0.675,1.4227,-4.8629
JVASP-57831,NdCrS2O,12,O,i,-1.4335,-2.1213,3.5548,0.193484866,-2.1213,0.0001,-0.0004,2.9608,-1.6156,-0.8395
JVASP-57834,KNi2S2,139,K,a,0.3791,0.3791,-0.7582,0,0.3014,-0.0843,-0.2744,0.2878,-0.2974,-0.5891
JVASP-57834,KNi2S2,139,Ni,d,-1.3351,-1.3353,2.6704,7.49E-05,-1.0615,0.2964,0.9661,-1.0139,1.0469,2.0754
JVASP-57834,KNi2S2,139,S,e,1.2055,1.2055,-2.4109,0,0.9582,-0.268,-0.8725,0.915,-0.9456,-1.8733
JVASP-5785,Mn2Au,139,Mn,e,-1.2372,-1.2378,2.475,0.000242424,-0.8614,0.4289,1.0343,-0.7479,1.181,1.6093
JVASP-5785,Mn2Au,139,Au,a,-4.7568,-4.7571,9.5139,3.15E-05,-3.3133,1.6482,3.9749,-2.8751,4.5386,6.1884
JVASP-57861,O3BaTb,74,O,g,-0.128,-0.9535,1.0815,0.763291724,-0.6655,-0.5605,0.1474,0.213,-0.6043,0.4524
JVASP-57861,O3BaTb,74,O,e,-0.4133,-1.3994,1.8128,0.543965137,-0.1234,-0.7601,-0.5001,-0.3257,1.3109,0.4491
JVASP-57861,O3BaTb,74,Ba,e,1.2131,4.4929,-5.706,0.574798458,-3.416,-0.7761,-3.9498,2.3096,1.3385,1.1064
JVASP-57861,O3BaTb,74,Tb,a,2.5341,3.077,-5.6111,0.096754647,-0.2325,-1.4228,-3.9247,2.2025,-1.3661,-1.97
JVASP-57869,Pd3Te2,63,Pd,c,-0.7553,-1.7693,2.5246,0.401647786,2.5246,0,0,-1.7693,0,-0.7553
JVASP-57869,Pd3Te2,63,Pd,f,-0.7165,-1.9395,2.656,0.460466867,2.656,0,0,-0.7231,0.0898,-1.9329
JVASP-57869,Pd3Te2,63,Te,a,1.2617,10.3315,-11.5933,0.782331174,10.3315,0,0,-0.2578,4.1502,-10.0738
JVASP-57869,Pd3Te2,63,Te,c,-0.758,-1.0226,1.7806,0.148601595,-1.0226,0,0,1.7806,0,-0.758
JVASP-57876,B2O3,36,B,b,0.5177,0.7848,-1.3025,0.205067179,0.4656,-0.0815,0.2945,0.5942,0.5919,-1.0597
JVASP-57876,B2O3,36,O,a,-4.4589,-6.6305,11.0894,0.195826645,-6.0667,-0.8196,-0.4845,-0.8499,-7.0583,6.9166
JVASP-57876,B2O3,36,O,b,6.431,7.0133,-13.4443,0.043312036,4.8252,-0.419,5.9015,6.7011,0.35,-11.5263
JVASP-57881,Al3Hf2,43,Al,a,-0.0144,-2.0795,2.0939,0.986245761,0.2813,0.6161,-0.7934,1.2136,-1.205,-1.4949
JVASP-57881,Al3Hf2,43,Al,b,-0.2915,-1.905,2.1966,0.734544296,0.3869,0.1213,-1.4432,-1.1471,1.0726,0.7601
JVASP-57881,Al3Hf2,43,Hf,b,1.6797,4.762,-6.4417,0.478491703,-2.6795,-4.1529,-0.7798,-1.8378,0.4003,4.5173
JVASP-57883,Ti6O,162,Ti,k,0.8172,1.6026,-2.4198,0.324572279,-2.001,0,-1.2284,0.8172,0,1.1838
JVASP-57883,Ti6O,162,O,a,0.1105,0.1107,-0.2212,0.000904159,0.1107,0,0,0.1105,0,-0.2212
JVASP-579,NbS2,38,Nb,b,1.7436,8.7166,-10.4602,0.666622053,-10.4602,0.0094,-0.0183,8.7166,-0.0173,1.7437
JVASP-579,NbS2,38,S,b,1.5274,1.8433,-3.3707,0.093719405,1.8432,0.0001,0.0126,1.5274,-0.0112,-3.3706
JVASP-579,NbS2,38,S,a,0.7762,1.5114,-2.2876,0.321384857,1.5114,-0.0009,0.0046,0.7762,-0.0055,-2.2876
JVASP-5794,Ag3PSe4,31,Ag,b,0.8664,6.7583,-7.6248,0.772728465,-2.4826,-4.2893,-1.7433,1.0604,-5.1175,1.4222
JVASP-5794,Ag3PSe4,31,Ag,a,-3.6716,-5.4354,9.107,0.193675195,8.7039,2.3876,0,-5.0322,0,-3.6716
JVASP-5794,Ag3PSe4,31,P,a,-0.0161,-0.1086,0.1247,0.741780273,0.074,-0.0962,0,-0.058,0,-0.0161
JVASP-5794,Ag3PSe4,31,Se,b,-9.6539,-30.1067,39.7606,0.514398676,-19.4033,3.2002,20.4764,1.4729,22.5977,17.9303
JVASP-5794,Ag3PSe4,31,Se,a,-12.1148,-30.5903,42.7051,0.432629826,1.7402,23.8237,0,28.8501,0,-30.5903
JVASP-57967,Zn2CoN2,12,Zn,i,-1.5567,-9.3327,10.8894,0.714088931,-9.3327,0.0031,-0.0217,-1.0859,2.3744,10.4186
JVASP-57967,Zn2CoN2,12,Co,i,-0.4341,-4.87,5.3041,0.836315303,-4.8691,-0.056,-0.0298,0.7088,-2.2926,4.1603
JVASP-57967,Zn2CoN2,12,N,i,0.2558,1.2144,-1.4703,0.651975787,0.2559,-0.0021,0.0056,-0.7334,-1.198,0.4775
JVASP-58,MoSe2,194,Mo,c,3.5958,3.5956,-7.1914,0,3.5958,0,0,3.5956,0,-7.1914
JVASP-58,MoSe2,194,Se,f,4.806,4.806,-9.612,0,4.806,0,0,4.806,0,-9.612
JVASP-580,NbSe2,187,Nb,a,3.6803,3.6805,-7.3608,2.72E-05,3.6803,0,0,3.6805,0,-7.3608
JVASP-580,NbSe2,187,Nb,g,3.6573,3.6575,-7.3148,2.73E-05,3.6573,0,0,3.6575,0,-7.3148
JVASP-580,NbSe2,187,Nb,f,3.6798,3.68,-7.3598,2.72E-05,3.6798,0,0,3.68,0,-7.3598
JVASP-580,NbSe2,187,Se,i,2.213,2.2131,-4.4261,2.26E-05,2.2131,0,0,2.213,0,-4.4261
JVASP-580,NbSe2,187,Se,h,2.5502,2.5502,-5.1004,0,2.5502,0,0,2.5502,0,-5.1004
JVASP-580,NbSe2,187,Se,g,2.7739,2.7739,-5.5478,0,2.7739,0,0,2.7739,0,-5.5478
JVASP-5806,PAuS4,2,P,i,0.4979,1.0628,-1.5607,0.36195297,0.3998,0.3025,0.5969,-0.2788,-1.1544,-0.121
JVASP-5806,PAuS4,2,Au,h,-12.1754,-21.1706,33.3461,0.269752685,-5.8912,-9.2712,14.7094,1.4244,-22.8808,4.4668
